tanggal,order_id,pelanggan_id,toko_id,produk_id,channel,qty,harga_satuan,diskon_pct,biaya_kirim
2025-01-27,ORD-2025-003529,P00190,T10,MJ039,Marketplace,1,6590000,12.7,460000
2025-01-27,ORD-2025-003529,P00190,T10,MJ027,Marketplace,1,3790000,11.8,120000
2025-01-27,ORD-2025-003529,P00190,T10,PD025,Marketplace,2,1100000,11.7,
2025-01-27,ORD-2025-003550,P03265,T13,KR031,Online,1,2350000,14.9,460000
2025-01-27,ORD-2025-003550,P03265,T13,PD026,Online,1,520000,13.0,190000
2025-01-27,ORD-2025-003550,P03265,T13,SF016,Online,2,10420000,13.3,430000
2025-01-27,ORD-2025-003618,P01188,T05,PD009,Marketplace,2,840000,12.0,490000
2025-01-28,ORD-2025-003355,P02191,T13,KR037,Online,3,2790000,13.5,240000
2025-01-28,ORD-2025-003388,P00554,T13,LM037,Online,1,3800000,11.7,160000
2025-01-28,ORD-2025-003389,P00375,T13,PC009,Online,2,1490000,0.0,520000
2025-01-28,ORD-2025-003389,P00375,T13,KS002,Online,1,6150000,0.0,130000
2025-01-28,ORD-2025-003429,P01500,T03,PD011,Marketplace,1,750000,11.8,100000
2025-01-28,ORD-2025-003429,P01500,T03,PD007,Marketplace,1,770000,13.6,80000
2025-01-28,ORD-2025-003540,P01421,T13,SF025,Online,1,5340000,8.1,80000
2025-01-28,ORD-2025-003581,P01890,T03,DK023,Toko,1,770000,10.4,
2025-01-28,ORD-2025-003610,P00920,T02,PD026,Toko,1,520000,11.1,
2025-01-28,ORD-2025-003610,P00920,T02,PD020,Toko,2,920000,0.0,
2025-01-28,ORD-2025-003613,P00699,T13,KR003,Online,1,1440000,10.9,450000
2025-01-29,ORD-2025-003351,P02461,T02,MJ003,Marketplace,4,2060000,14.5,530000
2025-01-29,ORD-2025-003351,P02461,T02,KR041,Marketplace,3,1620000,12.4,490000
2025-01-29,ORD-2025-003365,P01149,T08,KR031,Marketplace,1,2350000,8.0,370000
2025-01-29,ORD-2025-003421,P02285,T13,DK009,Online,4,990000,5.4,110000
2025-01-29,ORD-2025-003425,P02815,T13,PD018,Online,1,530000,0.0,480000
2025-01-29,ORD-2025-003425,P02815,T13,SF021,Online,1,9200000,12.8,520000
2025-01-29,ORD-2025-003425,P02815,T13,PC005,Online,1,660000,10.3,450000
2025-01-29,ORD-2025-003426,P02697,T04,MJ021,Toko,1,2560000,0.0,
2025-01-29,ORD-2025-003463,P03254,T13,DK030,Online,1,930000,16.9,290000
2025-01-29,ORD-2025-003475,P00094,T13,DK002,Online,1,490000,0.0,180000
2025-01-29,ORD-2025-003481,P00073,T05,DK014,Toko,1,890000,0.0,
2025-01-29,ORD-2025-003494,P01429,T12,PD021,Toko,1,660000,5.4,
2025-01-29,ORD-2025-003502,P01897,T01,SF002,Marketplace,1,5950000,0.0,90000
2025-01-29,ORD-2025-003502,P01897,T01,LM032,Marketplace,1,4960000,6.6,540000
2025-01-29,ORD-2025-003543,P01849,T13,DK009,Online,1,990000,6.3,
2025-01-29,ORD-2025-003543,P01849,T13,DK024,Online,1,930000,7.4,420000
2025-01-29,ORD-2025-003551,P01982,T10,MJ041,Marketplace,1,2240000,11.3,370000
2025-01-29,ORD-2025-003551,P01982,T10,KR021,Marketplace,1,2670000,0.0,170000
2025-01-29,ORD-2025-003569,P02579,T13,LM015,Online,3,3180000,15.6,370000
2025-01-29,ORD-2025-003569,P02579,T13,DK016,Online,1,730000,19.1,530000
2025-01-29,ORD-2025-003575,P00070,T06,MJ046,Toko,2,2600000,16.5,420000
2025-01-29,ORD-2025-003584,P00235,T08,PC012,Toko,1,1870000,10.5,
2025-01-30,ORD-2025-003397,P01813,T05,PD021,Marketplace,1,660000,13.3,50000
2025-01-30,ORD-2025-003401,P00567,T13,SF017,Online,1,8850000,8.7,520000
2025-01-30,ORD-2025-003401,P00567,T13,DK033,Online,1,220000,6.2,530000
2025-01-30,ORD-2025-003467,P03326,T03,KR042,Toko,1,1850000,12.8,
2025-01-30,ORD-2025-003467,P03326,T03,KR012,Toko,1,2460000,0.0,
2025-01-30,ORD-2025-003467,P03326,T03,MJ002,Toko,4,3330000,8.9,
2025-01-30,ORD-2025-003558,P00296,T04,KR035,Toko,1,1760000,17.1,
2025-01-30,ORD-2025-003558,P00296,T04,DK019,Toko,1,860000,11.2,
2025-01-30,ORD-2025-003567,P00321,T13,KR027,Online,3,1770000,10.3,250000
2025-01-30,ORD-2025-003582,P03426,T09,DK033,Marketplace,1,220000,6.5,350000
2025-01-30,ORD-2025-003587,P01838,T10,MJ007,Toko,1,5590000,12.1,
2025-01-31,ORD-2025-003373,P02389,T01,PC026,Toko,1,860000,15.9,
2025-01-31,ORD-2025-003408,P02435,T01,MJ035,Toko,1,5190000,12.8,
2025-01-31,ORD-2025-003414,P03417,T03,PC001,Toko,2,1430000,5.7,
2025-01-31,ORD-2025-003451,P01155,T10,KS015,Marketplace,1,7280000,9.5,90000
2025-01-31,ORD-2025-003451,P01155,T10,LM015,Marketplace,2,3180000,16.0,100000
2025-01-31,ORD-2025-003455,,T06,MJ039,Toko,1,6590000,8.7,
2025-01-31,ORD-2025-003455,,T06,MJ015,Toko,2,2920000,5.2,
2025-01-31,ORD-2025-003487,P03035,T08,KR002,Toko,1,1500000,15.3,
2025-01-31,ORD-2025-003496,P02912,T13,DK039,Online,1,870000,12.2,170000
2025-01-31,ORD-2025-003496,P02912,T13,MJ026,Online,1,3480000,16.8,110000
2025-01-31,ORD-2025-003537,P02832,T13,DK009,Online,2,990000,9.3,150000
2025-01-31,ORD-2025-003537,P02832,T13,DK011,Online,1,2070000,3.9,300000
2025-01-31,ORD-2025-003596,P01998,T13,DK015,Online,1,1390000,0.0,470000
2025-01-31,ORD-2025-003597,,T03,SF013,Toko,1,16570000,8.5,
2025-01-31,ORD-2025-003597,,T03,LM038,Toko,2,5010000,13.3,
2025-01-31,ORD-2025-003597,,T03,SF026,Toko,1,5850000,15.8,
2025-02-01,ORD-2025-003683,P01733,T04,PD026,Toko,1,520000,11.9,
2025-02-01,ORD-2025-003729,P01527,T03,DK014,Toko,1,890000,12.5,
2025-02-01,ORD-2025-003778,P02550,T07,DK015,Marketplace,1,1390000,0.0,550000
2025-02-01,ORD-2025-003778,P02550,T07,LM040,Marketplace,2,9610000,11.2,430000
2025-02-01,ORD-2025-003797,P00115,T01,KR011,Marketplace,1,1570000,11.7,360000
2025-02-01,ORD-2025-003825,P01657,T01,KS008,Toko,1,5690000,0.0,
2025-02-01,ORD-2025-003827,P00805,T13,MJ021,Online,3,2560000,11.1,340000
2025-02-01,ORD-2025-003827,P00805,T13,PC024,Online,2,850000,10.6,270000
2025-02-01,ORD-2025-003827,P00805,T13,KS022,Online,2,13060000,5.3,170000
2025-02-01,ORD-2025-003846,P02985,T05,MJ046,Marketplace,1,2600000,11.6,520000
2025-02-01,ORD-2025-003877,P03408,T13,SF041,Online,1,7920000,6.9,430000
2025-02-02,ORD-2025-003642,P00005,T01,KR047,Toko,1,4470000,0.0,
2025-02-02,ORD-2025-003643,P02378,T07,LM039,Toko,1,7740000,9.5,
2025-02-02,ORD-2025-003643,P02378,T07,KR025,Toko,3,3670000,13.5,
2025-02-02,ORD-2025-003652,P00748,T03,KR031,Toko,1,2350000,8.9,
2025-02-02,ORD-2025-003652,P00748,T03,SF030,Toko,1,5980000,0.0,
2025-02-02,ORD-2025-003652,P00748,T03,PD002,Toko,1,1150000,13.1,
2025-02-02,ORD-2025-003677,P03114,T04,DK039,Toko,1,870000,0.0,
2025-02-02,ORD-2025-003684,P00862,T13,PC032,Online,2,470000,2.4,80000
2025-02-02,ORD-2025-003688,P01559,T01,KR003,Marketplace,1,1440000,4.5,360000
2025-02-02,ORD-2025-003691,,T02,PD004,Toko,1,1050000,13.4,330000
2025-02-02,ORD-2025-003701,P03298,T13,SF034,Online,1,13040000,18.0,590000
2025-02-02,ORD-2025-003701,P03298,T13,PD023,Online,1,1090000,11.0,460000
2025-02-02,ORD-2025-003701,P03298,T13,PD020,Online,1,920000,0.0,170000
2025-02-02,ORD-2025-003713,P00544,T09,DK003,Marketplace,1,420000,1.0,440000
2025-02-02,ORD-2025-003713,P00544,T09,KR002,Marketplace,4,1500000,0.0,250000
2025-02-02,ORD-2025-003759,P03262,T01,DK028,Toko,1,730000,12.3,
2025-02-02,ORD-2025-003795,P01738,T08,KR002,Toko,1,1500000,0.0,
2025-02-02,ORD-2025-003795,P01738,T08,DK025,Toko,1,660000,0.0,
2025-02-02,ORD-2025-003821,P00051,T06,PD020,Toko,1,920000,0.0,
2025-02-02,ORD-2025-003821,P00051,T06,MJ021,Toko,1,2560000,8.9,
2025-02-02,ORD-2025-003853,P01589,T13,DK020,Online,1,690000,0.3,180000
2025-02-02,ORD-2025-003853,P01589,T13,DK003,Online,1,420000,8.6,400000
2025-02-02,ORD-2025-003853,P01589,T13,DK025,Online,1,660000,3.7,140000
2025-02-02,ORD-2025-003854,P02469,T06,LM009,Toko,3,2210000,14.2,
2025-02-03,ORD-2025-003647,P02829,T04,DK028,Toko,1,730000,0.0,
2025-02-03,ORD-2025-003828,P01666,T10,KR040,Marketplace,1,2380000,12.9,100000
2025-02-04,ORD-2025-003639,,T09,DK035,Toko,2,400000,0.0,
2025-02-04,ORD-2025-003731,P01144,T11,MJ033,Marketplace,2,4180000,0.0,400000
2025-02-04,ORD-2025-003731,P01144,T11,MJ034,Marketplace,1,6280000,11.6,170000
2025-02-04,ORD-2025-003798,P00889,T02,DK028,Marketplace,1,730000,18.5,510000
2025-02-04,ORD-2025-003817,P00045,T13,KR018,Online,1,1090000,5.5,270000
2025-02-04,ORD-2025-003836,P01226,T13,KR032,Online,1,2340000,13.3,210000
2025-02-04,ORD-2025-003847,P03086,T06,LM010,Toko,1,7760000,9.3,
2025-02-04,ORD-2025-003849,P00558,T09,KS002,Toko,2,6150000,15.8,
2025-02-04,ORD-2025-003849,P00558,T09,KR020,Toko,1,1970000,0.0,210000
2025-02-04,ORD-2025-003849,P00558,T09,DK020,Toko,2,690000,3.3,
2025-02-04,ORD-2025-003857,P00622,T11,KR023,Toko,1,1270000,14.2,
2025-02-04,ORD-2025-003857,P00622,T11,PD005,Toko,1,390000,2.3,
2025-02-04,ORD-2025-003857,P00622,T11,SF034,Toko,1,13040000,14.2,
2025-02-05,ORD-2025-003625,P03052,T03,PD011,Toko,1,750000,14.2,
2025-02-05,ORD-2025-003653,P00827,T06,DK025,Marketplace,2,660000,5.1,560000
2025-02-05,ORD-2025-003653,P00827,T06,MJ020,Marketplace,1,4520000,11.9,190000
2025-02-05,ORD-2025-003653,P00827,T06,MJ033,Marketplace,3,4180000,12.5,80000
2025-02-05,ORD-2025-003657,P01703,T13,PD023,Online,1,1090000,12.9,240000
2025-02-05,ORD-2025-003678,P03079,T13,PD003,Online,1,1200000,14.9,200000
2025-02-05,ORD-2025-003678,P03079,T13,PD026,Online,1,520000,6.0,390000
2025-02-05,ORD-2025-003716,P00142,T09,SF025,Toko,1,5340000,16.8,110000
2025-02-05,ORD-2025-003799,P00991,T06,KS031,Toko,1,4390000,0.0,
2025-02-05,ORD-2025-003833,P03115,T13,KR029,Online,1,5120000,10.6,160000
2025-02-05,ORD-2025-003833,P03115,T13,DK004,Online,2,1240000,4.7,470000
2025-02-05,ORD-2025-003833,P03115,T13,KR004,Online,1,1790000,8.5,
2025-02-05,ORD-2025-003852,P01504,T13,KR048,Online,1,5130000,8.4,440000
2025-02-05,ORD-2025-003864,P00787,T03,PC029,Toko,1,1900000,12.0,130000
2025-02-06,ORD-2025-003630,P00010,T03,DK002,Toko,3,490000,8.1,
2025-02-06,ORD-2025-003694,P02544,T03,KS014,Toko,1,6440000,11.4,
2025-02-06,ORD-2025-003703,P01911,T07,MJ030,Marketplace,2,2670000,12.3,570000
2025-02-06,ORD-2025-003703,P01911,T07,KS002,Marketplace,1,6150000,8.9,350000
2025-02-06,ORD-2025-003703,P01911,T07,SF015,Marketplace,1,6690000,7.1,270000
2025-02-06,ORD-2025-003739,P00396,T13,PD022,Online,1,520000,10.6,190000
2025-02-06,ORD-2025-003739,P00396,T13,PD012,Online,2,1500000,12.1,440000
2025-02-06,ORD-2025-003753,P01749,T13,LM024,Online,1,5790000,0.0,100000
2025-02-06,ORD-2025-003757,P00334,T05,LM031,Toko,1,6490000,10.3,
2025-02-06,ORD-2025-003757,P00334,T05,KR031,Toko,1,2350000,13.6,280000
2025-02-06,ORD-2025-003773,P01593,T09,DK007,Toko,2,900000,14.0,
2025-02-06,ORD-2025-003785,P01800,T13,MJ040,Online,1,4110000,13.0,590000
2025-02-06,ORD-2025-003785,P01800,T13,PD013,Online,1,1030000,0.0,430000
2025-02-06,ORD-2025-003823,P01104,T10,MJ035,Marketplace,2,5190000,0.0,130000
2025-02-07,ORD-2025-003648,P03319,T04,DK003,Marketplace,1,420000,14.2,570000
2025-02-07,ORD-2025-003651,P00431,T13,PD018,Online,1,530000,15.5,380000
2025-02-07,ORD-2025-003674,P00988,T08,MJ029,Marketplace,1,2890000,11.1,280000
2025-02-07,ORD-2025-003674,P00988,T08,PC026,Marketplace,1,860000,6.6,230000
2025-02-07,ORD-2025-003727,P03254,T10,DK036,Toko,2,510000,13.2,
2025-02-07,ORD-2025-003751,P02084,T01,DK043,Toko,1,760000,0.0,
2025-02-07,ORD-2025-003751,P02084,T01,KR038,Toko,1,2240000,10.6,
2025-02-07,ORD-2025-003751,P02084,T01,PD006,Toko,2,970000,5.8,
2025-02-07,ORD-2025-003770,P00353,T05,KR020,Marketplace,1,1970000,13.9,290000
2025-02-07,ORD-2025-003770,P00353,T05,PC018,Marketplace,1,1420000,6.9,370000
2025-02-07,ORD-2025-003789,P01482,T13,DK034,Online,2,830000,10.1,480000
2025-02-07,ORD-2025-003801,P00920,T13,DK019,Online,2,860000,9.6,240000
2025-02-07,ORD-2025-003801,P00920,T13,KR020,Online,1,1970000,10.0,440000
2025-02-07,ORD-2025-003810,P01340,T13,DK008,Online,1,910000,16.9,260000
2025-02-07,ORD-2025-003811,P02320,T09,MJ001,Marketplace,3,2940000,14.0,380000
2025-02-07,ORD-2025-003840,P00394,T13,PD016,Online,1,1080000,8.6,430000
2025-02-07,ORD-2025-003840,P00394,T13,PD006,Online,1,970000,8.0,340000
2025-02-08,ORD-2025-003627,P01034,T13,DK038,Online,1,530000,13.1,270000
2025-02-08,ORD-2025-003627,P01034,T13,PC001,Online,1,1430000,13.0,400000
2025-02-08,ORD-2025-003637,P01059,T09,PD002,Marketplace,1,1150000,11.3,490000
2025-02-08,ORD-2025-003641,P00246,T05,KR035,Marketplace,1,1760000,9.6,290000
2025-02-08,ORD-2025-003673,P01987,T01,PD018,Marketplace,1,530000,15.9,60000
2025-02-08,ORD-2025-003673,P01987,T01,MJ021,Marketplace,3,2560000,0.0,280000
2025-02-08,ORD-2025-003695,P01649,T06,DK019,Marketplace,1,860000,15.1,570000
2025-02-08,ORD-2025-003748,P03229,T09,SF026,Marketplace,1,5850000,14.2,500000
2025-02-08,ORD-2025-003803,P02979,T13,KS033,Online,3,13600000,15.1,
2025-02-08,ORD-2025-003803,P02979,T13,MJ019,Online,1,6140000,14.8,440000
2025-02-08,ORD-2025-003856,P01423,T07,KR001,Toko,1,3260000,0.0,
2025-02-08,ORD-2025-003856,P01423,T07,DK001,Toko,1,530000,7.1,
2025-02-08,ORD-2025-003856,P01423,T07,PD015,Toko,1,750000,9.3,
2025-02-09,ORD-2025-003631,P01553,T03,KR035,Marketplace,1,1760000,15.5,490000
2025-02-09,ORD-2025-003631,P01553,T03,SF019,Marketplace,1,8050000,8.6,250000
2025-02-09,ORD-2025-003676,P01097,T03,PC028,Toko,1,2190000,9.3,
2025-02-09,ORD-2025-003779,P00942,T13,KS032,Online,1,9280000,9.4,270000
2025-02-09,ORD-2025-003824,P01833,T05,DK031,Toko,1,800000,10.0,
2025-02-09,ORD-2025-003855,P01685,T11,PD010,Toko,1,450000,5.2,
2025-02-10,ORD-2025-003662,P03118,T13,LM021,Online,1,7550000,8.4,200000
2025-02-10,ORD-2025-003662,P03118,T13,DK013,Online,1,1520000,14.8,90000
2025-02-10,ORD-2025-003681,P00865,T13,LM003,Online,1,5440000,11.2,60000
2025-02-10,ORD-2025-003758,P03092,T13,PD018,Online,1,530000,7.5,560000
2025-02-10,ORD-2025-003783,P01742,T13,DK005,Online,1,430000,17.5,290000
2025-02-10,ORD-2025-003783,P01742,T13,DK012,Online,1,960000,15.2,60000
2025-02-10,ORD-2025-003796,P01161,T05,DK029,Marketplace,1,500000,16.0,200000
2025-02-10,ORD-2025-003816,P02544,T02,DK019,Toko,3,860000,7.3,
2025-02-10,ORD-2025-003816,P02544,T02,KR048,Toko,2,5130000,9.2,
2025-02-10,ORD-2025-003829,P01166,T13,KR039,Online,1,2460000,15.0,50000
2025-02-10,ORD-2025-003832,P00096,T04,PD009,Marketplace,2,840000,0.0,580000
2025-02-10,ORD-2025-003838,P02381,T02,DK006,Marketplace,1,2070000,21.7,320000
2025-02-11,ORD-2025-003632,P03034,T13,KR039,Online,1,2460000,11.8,270000
2025-02-11,ORD-2025-003708,P03063,T06,PC026,Toko,1,860000,13.1,280000
2025-02-11,ORD-2025-003717,P01753,T06,PD005,Toko,3,390000,5.7,
2025-02-11,ORD-2025-003721,P01028,T08,KS010,Toko,1,14650000,0.0,
2025-02-11,ORD-2025-003760,P02924,T13,DK007,Online,1,900000,9.5,400000
2025-02-11,ORD-2025-003769,P01749,T06,LM033,Toko,1,6100000,10.4,
2025-02-11,ORD-2025-003786,P01263,T07,PC025,Toko,2,1800000,14.2,
2025-02-11,ORD-2025-003837,P00047,T10,KR045,Toko,1,3000000,15.4,
2025-02-11,ORD-2025-003842,P00222,T07,LM011,Marketplace,1,12480000,18.3,550000
2025-02-12,ORD-2025-003626,P01963,T01,DK039,Toko,1,870000,6.1,
2025-02-12,ORD-2025-003655,P02648,T01,SF037,Toko,1,10360000,7.3,
2025-02-12,ORD-2025-003697,P01218,T05,DK026,Toko,1,1170000,5.3,
2025-02-12,ORD-2025-003702,P01953,T13,KS002,Online,1,6150000,14.2,140000
2025-02-12,ORD-2025-003754,P03006,T04,DK043,Toko,1,760000,0.0,
2025-02-12,ORD-2025-003794,P01992,T04,MJ011,Toko,2,6920000,8.9,
2025-02-12,ORD-2025-003812,P02075,T13,MJ034,Online,1,6280000,10.6,360000
2025-02-12,ORD-2025-003812,P02075,T13,SF020,Online,2,9700000,17.0,360000
2025-02-12,ORD-2025-003812,P02075,T13,MJ018,Online,4,3700000,19.7,140000
2025-02-13,ORD-2025-003634,P00936,T13,DK033,Online,2,220000,9.1,550000
2025-02-13,ORD-2025-003634,P00936,T13,KS013,Online,1,10990000,14.1,550000
2025-02-13,ORD-2025-003634,P00936,T13,KS018,Online,1,7410000,11.0,360000
2025-02-13,ORD-2025-003634,P00936,T13,KS027,Online,3,6560000,12.8,330000
2025-02-13,ORD-2025-003658,P01361,T10,KS004,Marketplace,1,10560000,0.0,440000
2025-02-13,ORD-2025-003658,P01361,T10,MJ011,Marketplace,4,6920000,5.3,330000
2025-02-13,ORD-2025-003658,P01361,T10,LM004,Marketplace,1,4320000,11.7,560000
2025-02-13,ORD-2025-003658,P01361,T10,DK005,Marketplace,1,430000,15.2,530000
2025-02-13,ORD-2025-003690,P01986,T07,DK005,Toko,1,430000,9.3,
2025-02-13,ORD-2025-003690,P01986,T07,DK018,Toko,1,1000000,12.9,
2025-02-13,ORD-2025-003710,P01806,T13,KS014,Online,2,6440000,12.3,200000
2025-02-13,ORD-2025-003710,P01806,T13,PD010,Online,1,450000,0.0,440000
2025-02-13,ORD-2025-003710,P01806,T13,MJ039,Online,1,6590000,5.3,290000
2025-02-13,ORD-2025-003710,P01806,T13,PD015,Online,1,750000,9.6,170000
2025-02-13,ORD-2025-003712,P01242,T06,DK022,Toko,1,550000,0.0,
2025-02-13,ORD-2025-003712,P01242,T06,PD011,Toko,2,750000,11.6,
2025-02-13,ORD-2025-003712,P01242,T06,DK008,Toko,1,910000,10.2,
2025-02-13,ORD-2025-003718,P02173,T13,PD019,Online,1,1260000,8.0,270000
2025-02-13,ORD-2025-003784,P03430,T13,PD009,Online,2,840000,8.6,70000
2025-02-13,ORD-2025-003809,P02702,T08,KR030,Toko,1,3050000,0.0,
2025-02-13,ORD-2025-003809,P02702,T08,DK019,Toko,1,860000,15.3,
2025-02-13,ORD-2025-003809,P02702,T08,LM002,Toko,1,5960000,5.0,
2025-02-13,ORD-2025-003843,P00384,T05,MJ001,Toko,2,2940000,7.1,
2025-02-13,ORD-2025-003843,P00384,T05,DK006,Toko,1,2070000,15.9,
2025-02-14,ORD-2025-003698,P01567,T10,DK013,Toko,1,1520000,13.1,
2025-02-14,ORD-2025-003714,P03041,T09,KR035,Marketplace,1,1760000,1.0,320000
2025-02-14,ORD-2025-003732,P03143,T13,DK018,Online,2,1000000,0.0,570000
2025-02-14,ORD-2025-003733,P01413,T13,KR035,Online,1,1760000,9.7,520000
2025-02-14,ORD-2025-003761,P00547,T13,KS026,Online,1,6770000,14.4,190000
2025-02-14,ORD-2025-003866,P00893,T03,KR015,Toko,1,2050000,3.8,
2025-02-14,ORD-2025-003873,P00439,T02,KR010,Toko,1,1900000,9.4,
2025-02-15,ORD-2025-003624,P02234,T13,SF028,Online,3,6980000,11.4,230000
2025-02-15,ORD-2025-003660,P03413,T01,DK016,Toko,1,730000,7.9,
2025-02-15,ORD-2025-003719,P01258,T05,DK031,Marketplace,2,800000,13.7,520000
2025-02-15,ORD-2025-003722,P02261,T08,LM036,Toko,2,4150000,10.5,
2025-02-15,ORD-2025-003722,P02261,T08,PC024,Toko,1,850000,7.7,
2025-02-15,ORD-2025-003722,P02261,T08,DK027,Toko,1,630000,11.0,
2025-02-15,ORD-2025-003771,P01022,T13,PC018,Online,3,1420000,6.4,490000
2025-02-15,ORD-2025-003771,P01022,T13,DK014,Online,1,890000,12.5,150000
2025-02-15,ORD-2025-003771,P01022,T13,MJ046,Online,1,2600000,18.6,270000
2025-02-15,ORD-2025-003771,P01022,T13,DK021,Online,1,1010000,7.6,130000
2025-02-15,ORD-2025-003792,P03339,T11,LM031,Toko,2,6490000,12.1,
2025-02-16,ORD-2025-003670,P01586,T13,KR016,Online,1,3780000,8.9,470000
2025-02-16,ORD-2025-003670,P01586,T13,MJ038,Online,1,5030000,1.4,200000
2025-02-16,ORD-2025-003706,P02641,T05,DK043,Toko,1,760000,8.3,
2025-02-16,ORD-2025-003706,P02641,T05,PD013,Toko,1,1030000,14.3,
2025-02-16,ORD-2025-003745,P00960,T13,KR030,Online,1,3050000,8.2,430000
2025-02-16,ORD-2025-003762,P01898,T10,KR034,Toko,1,2350000,10.5,
2025-02-16,ORD-2025-003762,P01898,T10,DK003,Toko,1,420000,12.0,
2025-02-16,ORD-2025-003767,P01255,T05,PD008,Toko,1,970000,0.0,
2025-02-16,ORD-2025-003767,P01255,T05,PC017,Toko,4,1720000,0.0,
2025-02-16,ORD-2025-003767,P01255,T05,MJ022,Toko,1,4090000,7.8,130000
2025-02-16,ORD-2025-003788,P03053,T10,PD009,Marketplace,3,840000,0.0,260000
2025-02-16,ORD-2025-003788,P03053,T10,MJ015,Marketplace,1,2920000,11.3,260000
2025-02-16,ORD-2025-003788,P03053,T10,LM033,Marketplace,1,6100000,10.7,60000
2025-02-16,ORD-2025-003820,P02335,T02,LM029,Toko,1,8480000,8.6,440000
2025-02-16,ORD-2025-003834,P02046,T13,MJ029,Online,1,2890000,15.9,
2025-02-16,ORD-2025-003835,P01515,T13,KR010,Online,1,1900000,9.0,190000
2025-02-16,ORD-2025-003863,P03325,T13,SF025,Online,1,5340000,5.4,490000
2025-02-16,ORD-2025-003863,P03325,T13,MJ004,Online,1,3430000,9.7,500000
2025-02-16,ORD-2025-003863,P03325,T13,MJ011,Online,2,6920000,8.7,170000
2025-02-16,ORD-2025-003863,P03325,T13,KR044,Online,1,2280000,9.8,480000
2025-02-16,ORD-2025-003867,P01588,T13,LM024,Online,2,5790000,12.3,360000
2025-02-16,ORD-2025-003870,P02835,T04,DK010,Toko,1,690000,10.7,
2025-02-17,ORD-2025-003622,P01420,T07,PD018,Toko,1,530000,0.0,
2025-02-17,ORD-2025-003680,P02034,T13,KR043,Online,2,5270000,9.2,240000
2025-02-17,ORD-2025-003682,P00285,T12,PC028,Marketplace,1,2190000,10.2,580000
2025-02-17,ORD-2025-003686,P02771,T02,MJ007,Toko,1,5590000,10.7,
2025-02-17,ORD-2025-003686,P02771,T02,KR022,Toko,1,2200000,8.1,
2025-02-17,ORD-2025-003726,P00641,T13,KR032,Online,2,2340000,7.6,100000
2025-02-17,ORD-2025-003744,P03239,T05,PC030,Toko,3,1220000,0.0,150000
2025-02-17,ORD-2025-003772,P02867,T13,DK033,Online,1,220000,13.1,570000
2025-02-17,ORD-2025-003861,P03243,T02,KS001,Toko,1,9740000,14.7,
2025-02-17,ORD-2025-003861,P03243,T02,KR040,Toko,1,2380000,7.6,
2025-02-17,ORD-2025-003862,P00825,T10,DK012,Toko,1,960000,9.4,
2025-02-17,ORD-2025-003862,P00825,T10,PC008,Toko,3,1830000,12.7,
2025-02-17,ORD-2025-003862,P00825,T10,KR028,Toko,1,1780000,0.0,
2025-02-17,ORD-2025-003862,P00825,T10,MJ027,Toko,1,3790000,0.0,
2025-02-18,ORD-2025-003628,P01805,T07,KS017,Toko,3,15120000,7.0,
2025-02-18,ORD-2025-003628,P01805,T07,DK019,Toko,4,860000,0.0,
2025-02-18,ORD-2025-003628,P01805,T07,DK036,Toko,1,510000,6.0,
2025-02-18,ORD-2025-003628,P01805,T07,PC029,Toko,1,1900000,0.0,
2025-02-18,ORD-2025-003764,P03202,T13,KS008,Online,1,5690000,14.1,530000
2025-02-18,ORD-2025-003777,P00938,T11,DK013,Toko,1,1520000,5.1,
2025-02-18,ORD-2025-003869,P00822,T06,PC009,Toko,1,1490000,3.6,
2025-02-18,ORD-2025-003869,P00822,T06,DK018,Toko,2,1000000,8.3,
2025-02-19,ORD-2025-003635,P01768,T11,PD024,Marketplace,1,1130000,3.9,190000
2025-02-19,ORD-2025-003675,P01226,T09,KS013,Toko,1,10990000,5.2,
2025-02-19,ORD-2025-003675,P01226,T09,KS014,Toko,1,6440000,14.0,
2025-02-19,ORD-2025-003687,P03237,T02,KS029,Toko,1,8960000,8.6,
2025-02-19,ORD-2025-003687,P03237,T02,KR030,Toko,1,3050000,5.8,
2025-02-19,ORD-2025-003687,P03237,T02,DK033,Toko,1,220000,2.6,
2025-02-19,ORD-2025-003730,P02927,T13,LM010,Online,2,7760000,8.9,80000
2025-02-19,ORD-2025-003750,P01400,T13,SF041,Online,1,7920000,0.0,290000
2025-02-19,ORD-2025-003755,P01859,T13,KR014,Online,2,3530000,7.9,110000
2025-02-19,ORD-2025-003763,,T01,SF042,Toko,1,4260000,7.4,
2025-02-19,ORD-2025-003766,P01817,T02,PD021,Toko,1,660000,0.0,
2025-02-19,ORD-2025-003774,P00279,T05,PC013,Marketplace,2,1410000,9.4,410000
2025-02-19,ORD-2025-003848,P01127,T13,MJ024,Online,1,3010000,18.3,230000
2025-02-19,ORD-2025-003848,P01127,T13,PC014,Online,1,1800000,13.0,80000
2025-02-19,ORD-2025-003858,P02811,T13,DK009,Online,1,990000,9.9,270000
2025-02-19,ORD-2025-003876,P02066,T13,DK044,Online,2,1380000,11.3,590000
2025-02-20,ORD-2025-003620,P00700,T09,PC022,Toko,1,3000000,0.0,
2025-02-20,ORD-2025-003638,,T03,PC001,Toko,1,1430000,10.1,
2025-02-20,ORD-2025-003663,P00568,T13,PD007,Online,1,770000,18.2,160000
2025-02-20,ORD-2025-003663,P00568,T13,SF012,Online,1,7980000,11.5,260000
